RouteNo,CollDay,DistrictID,Address,ContaminationType,RouteID,WeekNum,Area,Date
AR-4,Fri,206,9112  Omelveny Av  ,J,5,5,East Valley,
AR-4,Fri,206,9112  Omelveny Av  ,K,5,5,East Valley,
AR-4,Fri,206,9112  Omelveny Av  ,O,5,5,East Valley,
AR-4,Fri,206,9234  Cayuga Av  ,J,5,5,East Valley,
AR-4,Fri,206,9234  Cayuga Av  ,K,5,5,East Valley,
AR-4,Fri,206,9234  Cayuga Av  ,O,5,5,East Valley,
AR-4,Fri,206,9315  Cayuga Av  ,D,5,5,East Valley,
AR-4,Fri,206,11790 W Snelling St  ,E,5,6,East Valley,
AR-4,Fri,206,11790 W Snelling St  ,J,5,6,East Valley,
AR-4,Fri,206,11790 W Snelling St  ,K,5,6,East Valley,
AR-4,Fri,206,11790 W Snelling St  ,O,5,6,East Valley,
AR-4,Fri,206,12026 W Wicks St  ,C,5,6,East Valley,
AR-4,Fri,206,12049 W Sheldon St  ,C,5,6,East Valley,
AR-4,Fri,206,12049 W Sheldon St  ,N,5,6,East Valley,
AR-4,Fri,206,12310 W Thelma St  ,D,5,6,East Valley,
AR-4,Fri,206,12310 W Thelma St  ,J,5,6,East Valley,
AR-4,Fri,206,12313 W Thelma St  ,D,5,6,East Valley,
AR-4,Fri,206,12324 W Thelma St  ,D,5,6,East Valley,
AR-4,Fri,206,12324 W Thelma St  ,H,5,6,East Valley,
AR-4,Fri,206,12324 W Thelma St  ,J,5,6,East Valley,
AR-4,Fri,206,12325 W Thelma St  ,H,5,6,East Valley,
AR-4,Fri,206,12325 W Thelma St  ,J,5,6,East Valley,
AR-4,Fri,206,12325 W Thelma St  ,P,5,6,East Valley,
AR-4,Fri,206,12342 W Thelma St  ,E,5,6,East Valley,
AR-4,Fri,206,12342 W Thelma St  ,J,5,6,East Valley,
AR-4,Fri,206,12342 W Thelma St  ,K,5,6,East Valley,
AR-4,Fri,206,12342 W Thelma St  ,O,5,6,East Valley,
AR-4,Fri,206,12448 W Rouge St  ,N,5,6,East Valley,
AR-4,Fri,206,12471 W Rouge St  ,J,5,6,East Valley,
AR-4,Fri,206,12471 W Rouge St  ,N,5,6,East Valley,
AR-4,Fri,206,8904  Omelveny Av  ,D,5,6,East Valley,
AR-4,Fri,206,8904  Omelveny Av  ,J,5,6,East Valley,
AR-4,Fri,206,8920  Hadden Av  ,D,5,6,East Valley,
AR-4,Fri,206,9021  El Dorado Av  ,D,5,6,East Valley,
AR-4,Fri,206,9051  Amboy Av  ,C,5,6,East Valley,
AR-4,Fri,206,9051  Amboy Av  ,D,5,6,East Valley,
AR-4,Fri,206,9054  Rincon Av  ,J,5,6,East Valley,
AR-4,Fri,206,9112 N Omelveny Av  ,D,5,6,East Valley,
AR-4,Fri,206,9112 N Omelveny Av  ,J,5,6,East Valley,
AR-4,Fri,206,9123 N Omelveny Av  ,E,5,6,East Valley,
AR-4,Fri,206,9123 N Omelveny Av  ,J,5,6,East Valley,
AR-4,Fri,206,9215  Telfair Av  ,A,5,6,East Valley,
AR-4,Fri,206,9215  Telfair Av  ,D,5,6,East Valley,
AR-4,Fri,206,9217 N Kewen Av  ,D,5,6,East Valley,
AR-4,Fri,206,9217 N Kewen Av  ,E,5,6,East Valley,
AR-4,Fri,206,9242  Cayuga Av  ,D,5,6,East Valley,
AR-4,Fri,206,9250  Cayuga Av  ,J,5,6,East Valley,
AR-4,Fri,206,9250  Telfair Av  ,J,5,6,East Valley,
AR-4,Fri,206,9258  Tamarack Av  ,J,5,6,East Valley,
AR-4,Fri,206,9307  Cayuga Av  ,E,5,6,East Valley,
AR-4,Fri,206,9307  Cayuga Av  ,J,5,6,East Valley,
AR-4,Fri,206,9365  Ilex Av  ,D,5,6,East Valley,
AR-4,Fri,206,11780 W Telfair Av  ,D,5,7,East Valley,
AR-4,Fri,206,11780 W Telfair Av  ,J,5,7,East Valley,
AR-4,Fri,206,11831 W Redhawk St  ,J,5,7,East Valley,
AR-4,Fri,206,11836 W Neenack St  ,J,5,7,East Valley,
AR-4,Fri,206,11842 W Peoria St  ,C,5,7,East Valley,
AR-4,Fri,206,11921 W Art Av  ,J,5,7,East Valley,
AR-4,Fri,206,11921 W Snelling St  ,J,5,7,East Valley,
AR-4,Fri,206,11921 W Snelling St  ,N,5,7,East Valley,
AR-4,Fri,206,11936 W Wicks St  ,C,5,7,East Valley,
AR-4,Fri,206,11936 W Wicks St  ,D,5,7,East Valley,
AR-4,Fri,206,12117 W Wicks St  ,Q,5,7,East Valley,
AR-4,Fri,206,12444 W Jerome St  ,G,5,7,East Valley,
AR-4,Fri,206,12444 W Jerome St  ,J,5,7,East Valley,
AR-4,Fri,206,8926 N Haddon Av  ,J,5,7,East Valley,
AR-4,Fri,206,9175 N Haddon Av  ,J,5,7,East Valley,
AR-4,Fri,206,9175 N Haddon Av  ,N,5,7,East Valley,
AR-4,Fri,206,9217 N Kewan Av  ,E,5,7,East Valley,
AR-4,Fri,206,9217 N Kewan Av  ,J,5,7,East Valley,
AR-4,Fri,206,9228 N Telfair Av  ,J,5,7,East Valley,
AR-4,Fri,206,9251 N Cayuga Av  ,J,5,7,East Valley,
AR-4,Fri,206,9318 N Tamarack Av  ,Q,5,7,East Valley,
AR-4,Fri,206,9371 N Ilex Av  ,J,5,7,East Valley,
AR-7,Mon,206,12732  Hunnewell Av  ,R,6,1,East Valley,
AR-7,Mon,206,12747  Cameron Av  ,D,6,1,East Valley,
AR-7,Mon,206,12767 N Newton St  ,E,6,1,East Valley,
AR-7,Mon,206,12769 N Gladstone Av  ,J,6,1,East Valley,
AR-7,Mon,206,12769 N Newton St  ,J,6,1,East Valley,
AR-7,Mon,206,12772  Cameron Av  ,J,6,1,East Valley,
AR-7,Mon,206,12775 N Newton St  ,Q,6,1,East Valley,
AR-7,Mon,206,12859  Fenton Av  ,E,6,1,East Valley,
AR-7,Mon,206,12865  Fenton Av  ,E,6,1,East Valley,
AR-7,Mon,206,12873  Cape Cottage Ln  ,D,6,1,East Valley,
AR-7,Mon,206,12873  Cape Cottage Ln  ,E,6,1,East Valley,
AR-7,Mon,206,12873  Cape Cottage Ln  ,O,6,1,East Valley,
AR-7,Mon,206,12882  Montero Av  ,E,6,1,East Valley,
AR-7,Mon,206,12918 N Newton St  ,E,6,1,East Valley,
AR-7,Mon,206,12921 W Chippewa St  ,R,6,1,East Valley,
AR-7,Mon,206,12934  Romont St  ,D,6,1,East Valley,
AR-7,Mon,206,12951 N Gladstone Av  ,D,6,1,East Valley,
AR-7,Mon,206,12954 N Newton St  ,J,6,1,East Valley,
AR-7,Mon,206,12962  Montero Av  ,E,6,1,East Valley,
AR-7,Mon,206,12976  Alexander St  ,O,6,1,East Valley,
AR-7,Mon,206,12988  Halford St  ,D,6,1,East Valley,
AR-7,Mon,206,13025  Fenton Av  ,E,6,1,East Valley,
AR-7,Mon,206,13036  Fenton Av  ,D,6,1,East Valley,
AR-7,Mon,206,13060 N Gladstone Av  ,E,6,1,East Valley,
AR-7,Mon,206,13069  Alexander St  ,D,6,1,East Valley,
AR-7,Mon,206,13090  Harps St  ,I,6,1,East Valley,
AR-7,Mon,206,13103  Cranston Av  ,E,6,1,East Valley,
AR-7,Mon,206,13112  Harps St  ,I,6,1,East Valley,
AR-7,Mon,206,13130  Gridley St  ,J,6,1,East Valley,
AR-7,Mon,206,13134  Alexander St  ,I,6,1,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,D,6,1,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,N,6,1,East Valley,
AR-7,Mon,206,13150  Tarquin St  ,E,6,1,East Valley,
AR-7,Mon,206,13154  Tripoli Av  ,D,6,1,East Valley,
AR-7,Mon,206,13170 W Harding Av  ,O,6,1,East Valley,
AR-7,Mon,206,13182  Fernmont St  ,D,6,1,East Valley,
AR-7,Mon,206,13182  Fernmont St  ,I,6,1,East Valley,
AR-7,Mon,206,13184 W Harding Av  ,D,6,1,East Valley,
AR-7,Mon,206,13210 W Harding Av  ,O,6,1,East Valley,
AR-7,Mon,206,13231  Azores Av  ,O,6,1,East Valley,
AR-7,Mon,206,13231  Tripoli Av  ,C,6,1,East Valley,
AR-7,Mon,206,13263  Kismet Av  ,D,6,1,East Valley,
AR-7,Mon,206,13445 W Leach St  ,E,6,1,East Valley,
AR-7,Mon,206,12954 W Alexander St  ,D,6,3,East Valley,
AR-7,Mon,206,13068  Fenton Av  ,C,6,3,East Valley,
AR-7,Mon,206,13068  Fenton Av  ,D,6,3,East Valley,
AR-7,Mon,206,13127  Tripoli Av  ,D,6,3,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,D,6,3,East Valley,
AR-7,Mon,206,13182  Fernmont St  ,D,6,3,East Valley,
AR-7,Mon,206,13182  Fernmont St  ,E,6,3,East Valley,
AR-7,Mon,206,13184  Harding St  ,I,6,3,East Valley,
AR-7,Mon,206,13229  Wheeler Av  ,D,6,3,East Valley,
AR-7,Mon,206,13294  Tripoli Av  ,E,6,3,East Valley,
AR-7,Mon,206,13445  Leach St  ,N,6,3,East Valley,
AR-7,Mon,206,13530  Bombay St  ,D,6,3,East Valley,
AR-7,Mon,206,12717  Hunnewell Av  ,E,6,4,East Valley,
AR-7,Mon,206,12968  Hunnewell Av  ,E,6,4,East Valley,
AR-7,Mon,206,13056  Alexander St  ,J,6,4,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,C,6,4,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,G,6,4,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,O,6,4,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,R,6,4,East Valley,
AR-7,Mon,206,12923 W Hagar St  ,D,6,5,East Valley,
AR-7,Mon,206,12923 W Hagar St  ,J,6,5,East Valley,
AR-7,Mon,206,12926 W Harding St  ,J,6,5,East Valley,
AR-7,Mon,206,12946 W Chippewa St  ,D,6,5,East Valley,
AR-7,Mon,206,12946 W Chippewa St  ,J,6,5,East Valley,
AR-7,Mon,206,12958 W Chippewa St  ,D,6,5,East Valley,
AR-7,Mon,206,12970 N Cranston Av  ,E,6,5,East Valley,
AR-7,Mon,206,12972  Halford St  ,D,6,5,East Valley,
AR-7,Mon,206,12981  Harding St  ,J,6,5,East Valley,
AR-7,Mon,206,13050 N Fenton Av  ,E,6,5,East Valley,
AR-7,Mon,206,13081 N Cranston Av  ,D,6,5,East Valley,
AR-7,Mon,206,13101  Chestwood St  ,E,6,5,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,D,6,5,East Valley,
AR-7,Mon,206,13148  Gladstone Av  ,E,6,5,East Valley,
AR-7,Mon,206,13153  Fenton Av  ,D,6,5,East Valley,
AR-7,Mon,206,13160  Tripoli Av  ,J,6,5,East Valley,
AR-7,Mon,206,13191 N Cranston Av  ,N,6,5,East Valley,
AR-7,Mon,206,13208  Azores Av  ,N,6,5,East Valley,
AR-7,Mon,206,13217  Tripoli Av  ,D,6,5,East Valley,
AR-7,Mon,206,13220  Azores Av  ,N,6,5,East Valley,
AR-7,Mon,206,13257  Tripoli Av  ,E,6,5,East Valley,
AR-7,Mon,206,13257  Tripoli Av  ,Q,6,5,East Valley,
AR-7,Mon,206,13270  Tripoli Av  ,D,6,5,East Valley,
AR-7,Mon,206,12725 N Honnewell Av  ,N,6,6,East Valley,
AR-7,Mon,206,12750 N Fenton Av  ,E,6,6,East Valley,
AR-7,Mon,206,12750 N Fenton Av  ,Q,6,6,East Valley,
AR-7,Mon,206,12760 W Newton St  ,C,6,6,East Valley,
AR-7,Mon,206,12919 W Macneil St  ,D,6,6,East Valley,
AR-7,Mon,206,12957 W Alexander St  ,J,6,6,East Valley,
AR-7,Mon,206,12962 N Fenton Av  ,E,6,6,East Valley,
AR-7,Mon,206,13001 N Gladstone Av  ,K,6,6,East Valley,
AR-7,Mon,206,13030 W Chippewa St  ,I,6,6,East Valley,
AR-7,Mon,206,13030 W Chippewa St  ,Q,6,6,East Valley,
AR-7,Mon,206,13058 W Gridley St  ,C,6,6,East Valley,
AR-7,Mon,206,13073 W Maclay St  ,O,6,6,East Valley,
AR-7,Mon,206,13148 N Gladstone Av  ,D,6,6,East Valley,
AR-7,Mon,206,13148 N Gladstone Av  ,J,6,6,East Valley,
AR-7,Mon,206,13160 N Wheeler Av  ,H,6,6,East Valley,
AR-7,Mon,206,13186 N Tripoli Av  ,D,6,6,East Valley,
AR-7,Mon,206,13215 W Lazard St  ,D,6,6,East Valley,
AR-7,Mon,206,13231 N Azores Av  ,E,6,6,East Valley,
AR-7,Mon,206,13241 N Tripoli Av  ,J,6,6,East Valley,
AR-7,Mon,206,13008  Gridley St  ,F,6,7,East Valley,
AR-7,Mon,206,13008  Gridley St  ,J,6,7,East Valley,
AR-7,Mon,206,13037  Alexander St  ,D,6,7,East Valley,
AR-7,Mon,206,13063  Fenton Av  ,C,6,7,East Valley,
AR-7,Mon,206,13074  Gladstone Av  ,Q,6,7,East Valley,
AR-7,Mon,206,13148  Gladstone Av  1/2,D,6,7,East Valley,
AR-7,Mon,206,13148  Gladstone Av  1/2,J,6,7,East Valley,
AR-7,Mon,206,13215  Lazard St  ,D,6,7,East Valley,
AR-7,Mon,206,13263  Wheeler Av  ,E,6,7,East Valley,
AR-7,Mon,206,13306  Bombay St  ,E,6,7,East Valley,
AR-7,Mon,206,13315  Bombay St  ,G,6,7,East Valley,
AR-7,Mon,206,13445  Leach St  ,D,6,7,East Valley,
AR-7,Tue,206,11453  Stagg St  ,D,7,1,East Valley,
AR-7,Tue,206,11500  Strathern St  ,H,7,1,East Valley,
AR-7,Tue,206,11500  Strathern St  ,O,7,1,East Valley,
AR-7,Tue,206,11545  Saticoy St  ,C,7,1,East Valley,
AR-7,Tue,206,11613  Cantlay St  ,D,7,1,East Valley,
AR-7,Tue,206,11614  Stagg St  ,D,7,1,East Valley,
AR-7,Tue,206,11621  Saticoy St  ,A,7,1,East Valley,
AR-7,Tue,206,11647  Strathern St  ,D,7,1,East Valley,
AR-7,Tue,206,11733  Blythe St  ,C,7,1,East Valley,
AR-7,Tue,206,11753  Blythe St  ,J,7,1,East Valley,
AR-7,Tue,206,11819  Stagg St  ,I,7,1,East Valley,
AR-7,Tue,206,11821  Arminta St  ,D,7,1,East Valley,
AR-7,Tue,206,11830  Stagg St  ,H,7,1,East Valley,
AR-7,Tue,206,11901  Arminta St  ,I,7,1,East Valley,
AR-7,Tue,206,11902  Arminta St  ,J,7,1,East Valley,
AR-7,Tue,206,11926  Arminta St  ,C,7,1,East Valley,
AR-7,Tue,206,11934  Lorne St  ,A,7,1,East Valley,
AR-7,Tue,206,11936  Arminta St  ,N,7,1,East Valley,
AR-7,Tue,206,11936  Blythe St  ,Q,7,1,East Valley,
AR-7,Tue,206,12026  Elkwood St  ,G,7,1,East Valley,
AR-7,Tue,206,6840  Stagg St  ,D,7,1,East Valley,
AR-7,Tue,206,7323  Irvine Av  ,D,7,1,East Valley,
AR-7,Tue,206,7414  Troost Av  ,C,7,1,East Valley,
AR-7,Tue,206,7427  Lemp Av  ,E,7,1,East Valley,
AR-7,Tue,206,7442  Troost Av  ,J,7,1,East Valley,
AR-7,Tue,206,7443  Troost Av  ,D,7,1,East Valley,
AR-7,Tue,206,7443  Troost Av  ,I,7,1,East Valley,
AR-7,Tue,206,7462  Troost Av  ,D,7,1,East Valley,
AR-7,Tue,206,7548  Irvine Av  ,E,7,1,East Valley,
AR-7,Tue,206,7651  Beck Av  ,J,7,1,East Valley,
AR-7,Tue,206,7661  Beck Av  ,G,7,1,East Valley,
AR-7,Tue,206,7737  Irvine Av  ,D,7,1,East Valley,
AR-7,Tue,206,7737  Irvine Av  ,E,7,1,East Valley,
AR-7,Tue,206,7741  Lemp Av  ,Q,7,1,East Valley,
AR-7,Tue,206,7803  Irvine Av  ,D,7,1,East Valley,
AR-7,Tue,206,7814  Irvine Av  ,J,7,1,East Valley,
AR-7,Tue,206,7822  Radford Av  ,E,7,1,East Valley,
AR-7,Tue,206,7836  Agnes Av  ,D,7,1,East Valley,
AR-7,Tue,206,7836  Irvine Av  ,J,7,1,East Valley,
AR-7,Tue,206,7839  Irvine Av  ,C,7,1,East Valley,
AR-7,Tue,206,7845  Irvine Av  ,D,7,1,East Valley,
AR-7,Tue,206,7847  Troost St  ,D,7,1,East Valley,
AR-7,Tue,206,7856  Morella Av  ,D,7,1,East Valley,
AR-7,Tue,206,7863  Ben Av  ,I,7,1,East Valley,
AR-7,Tue,206,8018  Irvine Av  ,J,7,1,East Valley,
AR-7,Tue,206,8039  Troost Av  ,J,7,1,East Valley,
AR-7,Tue,206,8066  Hinds St  ,D,7,1,East Valley,
AR-7,Tue,206,8137  Irvine Av  ,C,7,1,East Valley,
AR-7,Tue,206,8137  Irvine Av  ,J,7,1,East Valley,
AR-7,Tue,206,8217  Laurel Canyon Bl  ,J,7,1,East Valley,
AR-7,Tue,206,11545  Saticoy St  ,C,7,2,East Valley,
AR-7,Tue,206,11649 W Strathern St  ,I,7,2,East Valley,
AR-7,Tue,206,7532  Lemp Av  ,D,7,2,East Valley,
AR-7,Tue,206,7700  Beck Av  ,E,7,2,East Valley,
AR-7,Tue,206,7700  Beck Av  ,N,7,2,East Valley,
AR-7,Tue,206,7802  Stagg St  1/2,O,7,2,East Valley,
AR-7,Tue,206,7874  Troost Av  ,E,7,2,East Valley,
AR-7,Tue,206,7874  Troost Av  ,J,7,2,East Valley,
AR-7,Tue,206,11423  Stagg St  ,D,7,4,East Valley,
AR-7,Tue,206,11626  Cantara St  ,D,7,4,East Valley,
AR-7,Tue,206,11626  Cantara St  ,Q,7,4,East Valley,
AR-7,Tue,206,11655  Arminta St  ,D,7,4,East Valley,
AR-7,Tue,206,12024  Elkwood St  ,J,7,4,East Valley,
AR-7,Tue,206,7410  Troost Av  ,J,7,4,East Valley,
AR-7,Tue,206,7436  Irvine Av  ,J,7,4,East Valley,
AR-7,Tue,206,7436  Lemp Av  ,D,7,4,East Valley,
AR-7,Tue,206,7436  Lemp Av  ,J,7,4,East Valley,
AR-7,Tue,206,7462  Troost Av  ,E,7,4,East Valley,
AR-7,Tue,206,7515  Irvine Av  ,D,7,4,East Valley,
AR-7,Tue,206,7519  Irvine Av  ,D,7,4,East Valley,
AR-7,Tue,206,7541  Irvine Av  ,D,7,4,East Valley,
AR-7,Tue,206,7541  Irvine Av  ,J,7,4,East Valley,
AR-7,Tue,206,7547  Irvine Av  ,D,7,4,East Valley,
AR-7,Tue,206,7636  Beck Av  ,D,7,4,East Valley,
AR-7,Tue,206,7732  Elkwood St  ,D,7,4,East Valley,
AR-7,Tue,206,7806  Stagg St  ,D,7,4,East Valley,
AR-7,Tue,206,7820  Morella Av  ,E,7,4,East Valley,
AR-7,Tue,206,7820  Morella Av  ,H,7,4,East Valley,
AR-7,Tue,206,7820  Troost Av  ,J,7,4,East Valley,
AR-7,Tue,206,7822  Lemp Av  ,D,7,4,East Valley,
AR-7,Tue,206,7833  Goll Av  ,H,7,4,East Valley,
AR-7,Tue,206,7839  Farmdale Av  ,A,7,4,East Valley,
AR-7,Tue,206,7840  Lemp Av  ,E,7,4,East Valley,
AR-7,Tue,206,7845  Farmdale Av  ,O,7,4,East Valley,
AR-7,Tue,206,7847  Simpson Av  ,D,7,4,East Valley,
AR-7,Tue,206,7857  Simpson Av  ,D,7,4,East Valley,
AR-7,Tue,206,7901  Ben Av  ,E,7,4,East Valley,
AR-7,Tue,206,8014  Troost Av  ,D,7,4,East Valley,
AR-7,Tue,206,8028  Troost Av  ,D,7,4,East Valley,
AR-7,Tue,206,8067  Irvine Av  ,J,7,4,East Valley,
AR-7,Tue,206,8100  Troost Av  ,J,7,4,East Valley,
AR-7,Tue,206,8105  Agnes Av  ,E,7,4,East Valley,
AR-7,Tue,206,8112  Irvine Av  ,D,7,4,East Valley,
AR-7,Tue,206,11633  Arminta St  ,C,7,5,East Valley,
AR-7,Tue,206,11633  Arminta St  ,N,7,5,East Valley,
AR-7,Tue,206,11722  Blythe St  ,J,7,5,East Valley,
AR-7,Tue,206,11820  Arminta St  ,D,7,5,East Valley,
AR-7,Tue,206,11820  Arminta St  ,J,7,5,East Valley,
AR-7,Tue,206,11822 W Elkwood St  ,N,7,5,East Valley,
AR-7,Tue,206,7663 N Simpson Av  ,N,7,5,East Valley,
AR-7,Tue,206,7900 N Kraft Av  ,C,7,5,East Valley,
AR-7,Tue,206,7914 N Farmdale Av  ,D,7,5,East Valley,
AR-7,Tue,206,7937  Beck Av  ,J,7,5,East Valley,
AR-7,Tue,206,8012  Ben Av  ,C,7,5,East Valley,
AR-7,Tue,206,8012  Ben Av  ,E,7,5,East Valley,
AR-7,Tue,206,8015  Troost Av  ,D,7,5,East Valley,
AR-7,Tue,206,8015  Troost Av  ,I,7,5,East Valley,
AR-7,Tue,206,8016  Hinds St  ,D,7,5,East Valley,
AR-7,Tue,206,8024  Ben Av  ,D,7,5,East Valley,
AR-7,Tue,206,8039  Troost Av  ,D,7,5,East Valley,
AR-7,Tue,206,8115  Troost Av  ,C,7,5,East Valley,
AR-7,Tue,206,8116  Troost Av  ,D,7,5,East Valley,
AR-7,Tue,206,8148  Troost Av  ,D,7,5,East Valley,
AR-7,Tue,206,8148  Troost Av  ,N,7,5,East Valley,
AR-7,Tue,206,8224  Agnes Av  ,N,7,5,East Valley,
AR-7,Tue,206,11450  Arminta St  ,H,7,6,East Valley,
AR-7,Tue,206,11450  Arminta St  ,L,7,6,East Valley,
AR-7,Tue,206,11558  Cantlay St  ,D,7,6,East Valley,
AR-7,Tue,206,11610  Saticoy St  ,D,7,6,East Valley,
AR-7,Tue,206,11656  Cantara St  ,D,7,6,East Valley,
AR-7,Tue,206,11656  Cantara St  ,Q,7,6,East Valley,
AR-7,Tue,206,11659  Strathern St  ,I,7,6,East Valley,
AR-7,Tue,206,11926  Arminta St  ,J,7,6,East Valley,
AR-7,Tue,206,11933  Blythe St  ,D,7,6,East Valley,
AR-7,Tue,206,11933  Blythe St  ,E,7,6,East Valley,
AR-7,Tue,206,11965  Ratner St  ,D,7,6,East Valley,
AR-7,Tue,206,7410  Troost Av  ,J,7,6,East Valley,
AR-7,Tue,206,7414  Troost Av  ,D,7,6,East Valley,
AR-7,Tue,206,7414  Troost Av  ,J,7,6,East Valley,
AR-7,Tue,206,7453  Troost Av  ,D,7,6,East Valley,
AR-7,Tue,206,7642  Lemp Av  ,J,7,6,East Valley,
AR-7,Tue,206,7717 N Simpson Av  ,D,7,6,East Valley,
AR-7,Tue,206,7803  Troost Av  ,J,7,6,East Valley,
AR-7,Tue,206,7811  Beck Av  ,D,7,6,East Valley,
AR-7,Tue,206,7811  Beck Av  ,N,7,6,East Valley,
AR-7,Tue,206,7834  Troost Av  ,D,7,6,East Valley,
AR-7,Tue,206,7853  Beck Av  ,D,7,6,East Valley,
AR-7,Tue,206,7856  Lemp Av  ,E,7,6,East Valley,
AR-7,Tue,206,7905  Ben Av  ,D,7,6,East Valley,
AR-7,Tue,206,8106  Irvine Av  ,D,7,6,East Valley,
AR-7,Tue,206,8226  Webb Av  ,J,7,6,East Valley,
AR-7,Tue,206,11429  Blythe St  ,C,7,7,East Valley,
AR-7,Tue,206,11429  Blythe St  ,D,7,7,East Valley,
AR-7,Tue,206,11839  Stagg St  ,E,7,7,East Valley,
AR-7,Tue,206,11839  Stagg St  ,H,7,7,East Valley,
AR-7,Tue,206,11845  Stagg St  ,J,7,7,East Valley,
AR-7,Tue,206,11847  Cantara St  ,D,7,7,East Valley,
AR-7,Tue,206,11847  Cantara St  ,N,7,7,East Valley,
AR-7,Tue,206,11911  Stagg St  ,D,7,7,East Valley,
AR-7,Tue,206,11911  Stagg St  ,Q,7,7,East Valley,
AR-7,Tue,206,11926  Arminta St  ,D,7,7,East Valley,
AR-7,Tue,206,11926  Arminta St  ,J,7,7,East Valley,
AR-7,Tue,206,11941  Elkwood St  ,E,7,7,East Valley,
AR-7,Tue,206,12016  Willard St  ,E,7,7,East Valley,
AR-7,Tue,206,12022  Willard St  ,E,7,7,East Valley,
AR-7,Tue,206,12022  Willard St  ,G,7,7,East Valley,
AR-7,Tue,206,7507  Lemp Av  ,C,7,7,East Valley,
AR-7,Tue,206,7651  Beck Av  ,G,7,7,East Valley,
AR-7,Tue,206,7651  Beck Av  ,J,7,7,East Valley,
AR-7,Tue,206,7807  Beck Av  ,E,7,7,East Valley,
AR-7,Tue,206,7807  Beck Av  ,I,7,7,East Valley,
AR-7,Tue,206,7808  Irvine Av  ,R,7,7,East Valley,
AR-7,Tue,206,7825  Simpson Av  ,D,7,7,East Valley,
AR-7,Tue,206,7829  Irvine Av  ,E,7,7,East Valley,
AR-7,Tue,206,7850  Troost Av  ,D,7,7,East Valley,
AR-7,Tue,206,8032  Gentry Av  ,J,7,7,East Valley,
AR-7,Tue,206,8032  Gentry Av  ,O,7,7,East Valley,
AR-7,Tue,206,8036  Irvine Av  ,E,7,7,East Valley,
AR-7,Tue,206,8107  Hinds Av  ,G,7,7,East Valley,
AR-7,Tue,206,8107  Hinds Av  ,N,7,7,East Valley,
AR-7,Tue,206,8141  agnes Av  ,E,7,7,East Valley,
AR-7,Tue,206,8141  agnes Av  ,R,7,7,East Valley,
AR-7,Tue,206,8210  Webb Av  ,K,7,7,East Valley,
AR-7,Tue,206,8210  Webb Av  ,L,7,7,East Valley,
AR-7,Wed,206,14712 W Hartsook St  ,J,8,2,East Valley,
AR-7,Wed,206,14733 W Hartsook St  ,E,8,2,East Valley,
AR-7,Wed,206,15125 W Hesby St  ,D,8,2,East Valley,
AR-7,Wed,206,15129 W Hartsook St  ,O,8,2,East Valley,
AR-7,Wed,206,5029 N Lemona Av  ,J,8,2,East Valley,
AR-7,Wed,206,14934  Hesby St  ,Q,8,3,East Valley,
AR-7,Wed,206,14950  Hesby St  ,L,8,3,East Valley,
AR-7,Wed,206,15126  Valleyheart Dr  ,D,8,3,East Valley,
AR-7,Wed,206,15129  Ostego St  ,J,8,3,East Valley,
AR-7,Wed,206,15147  Valleyheart Dr  ,D,8,3,East Valley,
AR-7,Wed,206,15147  Valleyheart Dr  ,O,8,3,East Valley,
AR-7,Wed,206,15225  Hesby St  ,Q,8,3,East Valley,
AR-7,Wed,206,14921  Valleyheart Dr  ,C,8,4,East Valley,
AR-7,Wed,206,15103  Noble Av  ,C,8,4,East Valley,
AR-7,Wed,206,15114  Hartsook St  ,E,8,4,East Valley,
AR-7,Wed,206,15115  Hesby St  ,G,8,4,East Valley,
AR-7,Wed,206,15115  Hesby St  ,J,8,4,East Valley,
AR-7,Wed,206,15137  Hesby St  ,J,8,4,East Valley,
AR-7,Wed,206,15152  Ostego St  ,Q,8,4,East Valley,
AR-7,Wed,206,15223  Valleyheart Dr  ,D,8,4,East Valley,
AR-7,Wed,206,15223  Valleyheart Dr  ,E,8,4,East Valley,
AR-7,Wed,206,15233  Hartsook St  ,D,8,4,East Valley,
AR-7,Wed,206,15233  Hartsook St  ,J,8,4,East Valley,
AR-7,Wed,206,14719 W Valleyheart Dr  ,J,8,5,East Valley,
AR-7,Wed,206,14838  Morrison St  ,J,8,5,East Valley,
AR-7,Wed,206,14842  Morrison St  ,D,8,5,East Valley,
AR-7,Wed,206,14934 W Heartsook St  ,J,8,5,East Valley,
AR-7,Wed,206,15020 W Hesby St  ,J,8,5,East Valley,
AR-7,Wed,206,15036 W Ostego St  ,J,8,5,East Valley,
AR-7,Wed,206,15107 W Hartsook St  ,J,8,5,East Valley,
AR-7,Wed,206,15111 W Hartsook St  ,D,8,5,East Valley,
AR-7,Wed,206,15111 W Hartsook St  ,Q,8,5,East Valley,
AR-7,Wed,206,15121 W Ostego St  ,O,8,5,East Valley,
AR-7,Wed,206,15132 W Ostego St  ,J,8,5,East Valley,
